,1. Economic Policy Uncertainty,2. Monetary policy,Fiscal Policy (Taxes OR Spending),3. Taxes,4. Government spending,5. Health care,6. National security,7. Entitlement programs,8. Regulation,Financial Regulation,9. Trade policy,"10. Sovereign debt, currency crises",TPU_monthly,GPR,GPRT,GPRA,GPRH,GPRHT,GPRHA,GPR_SHARE_GPR,GPR_SHARE_GPRH,GPRH_NOEW,GPR_NOEW,GPRH_AND,GPR_AND,GPRH_BASIC,GPR_BASIC,GPRC_ARG,GPRC_AUS,GPRC_BEL,GPRC_BRA,GPRC_CAN,GPRC_CHE,GPRC_CHL,GPRC_CHN,GPRC_COL,GPRC_DEU,GPRC_DNK,GPRC_EGY,GPRC_ESP,GPRC_FIN,GPRC_FRA,GPRC_GBR,GPRC_HKG,GPRC_HUN,GPRC_IDN,GPRC_IND,GPRC_ISR,GPRC_ITA,GPRC_JPN,GPRC_KOR,GPRC_MEX,GPRC_MYS,GPRC_NLD,GPRC_NOR,GPRC_PER,GPRC_PHL,GPRC_POL,GPRC_PRT,GPRC_RUS,GPRC_SAU,GPRC_SWE,GPRC_THA,GPRC_TUN,GPRC_TUR,GPRC_TWN,GPRC_UKR,GPRC_USA,GPRC_VEN,GPRC_VNM,GPRC_ZAF,GPRHC_ARG,GPRHC_AUS,GPRHC_BEL,GPRHC_BRA,GPRHC_CAN,GPRHC_CHE,GPRHC_CHL,GPRHC_CHN,GPRHC_COL,GPRHC_DEU,GPRHC_DNK,GPRHC_EGY,GPRHC_ESP,GPRHC_FIN,GPRHC_FRA,GPRHC_GBR,GPRHC_HKG,GPRHC_HUN,GPRHC_IDN,GPRHC_IND,GPRHC_ISR,GPRHC_ITA,GPRHC_JPN,GPRHC_KOR,GPRHC_MEX,GPRHC_MYS,GPRHC_NLD,GPRHC_NOR,GPRHC_PER,GPRHC_PHL,GPRHC_POL,GPRHC_PRT,GPRHC_RUS,GPRHC_SAU,GPRHC_SWE,GPRHC_THA,GPRHC_TUN,GPRHC_TUR,GPRHC_TWN,GPRHC_UKR,GPRHC_USA,GPRHC_VEN,GPRHC_VNM,GPRHC_ZAF
1901-01-01,,,,,,,,,,,,,,,,,42.479026794433594,40.79124450683594,41.743263244628906,,1.532399296760559,55.1165771484375,,86.36103057861328,,45.50953674316406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145942792296409,0.0,0.0729713961482048,0.0,0.0583771169185638,0.0,0.0,0.3210741281509399,0.0437828376889228,0.131348505616188,0.0875656753778457,0.0291885584592819,0.2772912979125976,0.0,0.3648569881916046,0.5253940224647522,0.0,0.0437828376889228,0.0,0.2481027394533157,0.0145942792296409,0.0583771169185638,0.1021599546074867,0.0,0.0291885584592819,0.0,0.0875656753778457,0.0,0.0437828376889228,0.2481027394533157,0.0,0.0291885584592819,0.1459427922964096,0.0,0.0145942792296409,0.131348505616188,0.0,0.0145942792296409,0.0,0.0,1.4448336362838743,0.1605370640754699,0.0,0.2335084676742553
1901-02-01,,,,,,,,,,,,,,,,,50.14393997192383,39.05789566040039,55.65812683105469,,1.8089053630828855,65.74311828613281,,82.38793182373047,,65.28627014160156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1082251071929931,0.061842918395996,0.030921459197998,0.1082251071929931,0.0,0.015460729598999,0.3246753215789795,0.015460729598999,0.3555967807769775,0.046382188796997,0.061842918395996,0.4019789695739746,0.015460729598999,0.4483611583709717,0.7266542911529541,0.0,0.030921459197998,0.0,0.1700680255889892,0.0,0.1391465663909912,0.0927643775939941,0.015460729598999,0.061842918395996,0.0,0.1700680255889892,0.015460729598999,0.0,0.3710575103759765,0.015460729598999,0.030921459197998,0.2473716735839843,0.0,0.015460729598999,0.0927643775939941,0.0,0.0927643775939941,0.015460729598999,0.0,1.6542980670928955,0.061842918395996,0.0,0.2782931327819824
1901-03-01,,,,,,,,,,,,,,,,,47.93758010864258,53.77335739135742,45.106990814208984,,1.729312539100647,53.76837539672851,,88.60924530029297,,50.601470947265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0142918396741151,0.0428755171597003,0.0,0.0428755171597003,0.0428755171597003,0.0,0.5859653949737549,0.0142918396741151,0.3430041372776031,0.0,0.0142918396741151,0.2715449333190918,0.0,0.3144204616546631,0.7860511541366577,0.0,0.0142918396741151,0.0,0.1572102308273315,0.0,0.0428755171597003,0.3858796656131744,0.1429183930158615,0.0285836793482303,0.0,0.0285836793482303,0.0,0.0,0.3858796656131744,0.0,0.0,0.6145491003990173,0.0,0.0142918396741151,0.0142918396741151,0.0,0.1143347173929214,0.0,0.0,1.6864370107650757,0.0,0.0,0.285836786031723
1901-04-01,,,,,,,,,,,,,,,,,37.94577407836914,33.65754318237305,38.06138229370117,,1.3688656091690063,49.538543701171875,,69.14363098144531,,39.73386001586914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145624000579118,0.0728119984269142,0.0291248001158237,0.0145624000579118,0.0873743966221809,0.0,0.0,0.3494975864887237,0.0291248001158237,0.2912479937076568,0.0291248001158237,0.0728119984269142,0.2621231973171234,0.0291248001158237,0.2475607991218567,0.4951215982437134,0.0,0.0145624000579118,0.0,0.2766855955123901,0.0,0.1019368022680282,0.1456239968538284,0.0436871983110904,0.0145624000579118,0.0,0.0582496002316474,0.0,0.0,0.2475607991218567,0.0,0.0436871983110904,0.2329984009265899,0.0,0.0145624000579118,0.0145624000579118,0.0,0.0436871983110904,0.0,0.0,1.2960536479949951,0.0145624000579118,0.0,0.1601863950490951
1901-05-01,,,,,,,,,,,,,,,,,37.379661560058594,29.300127029418945,41.73809814453125,,1.3484435081481934,47.765594482421875,,66.87367248535156,,39.14107131958008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143451439216732,0.0286902878433465,0.0143451439216732,0.0143451439216732,0.0430354326963424,0.0143451439216732,0.0143451439216732,0.1577965915203094,0.0286902878433465,0.2008320242166519,0.0143451439216732,0.0430354326963424,0.1721417307853698,0.0,0.1577965915203094,0.4160091876983642,0.0,0.0,0.0,0.0717257186770439,0.0143451439216732,0.1147611513733863,0.1004160121083259,0.0286902878433465,0.0573805756866931,0.0,0.0286902878433465,0.0286902878433465,0.0143451439216732,0.2438674569129943,0.0,0.0,0.1577965915203094,0.0,0.0143451439216732,0.0286902878433465,0.0,0.0573805756866931,0.0,0.0,1.23368239402771,0.0143451439216732,0.0,0.1004160121083259
1901-06-01,,,,,,,,,,,,,,,,,31.65671157836914,19.228235244750977,38.675479888916016,,1.1419923305511477,42.83878326416016,,66.19259643554688,,42.01084899902344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0412768311798572,0.0,0.0137589434161782,0.0412768311798572,0.0,0.0,0.1926252096891403,0.0,0.2751788794994354,0.0137589434161782,0.0412768311798572,0.0963126048445701,0.0,0.2614199221134186,0.3714914619922638,0.0,0.0137589434161782,0.0,0.2339020371437072,0.0,0.0963126048445701,0.0963126048445701,0.0137589434161782,0.0412768311798572,0.0,0.0550357736647129,0.0,0.0,0.0687947198748588,0.0137589434161782,0.0,0.2201430946588516,0.0,0.0137589434161782,0.0275178868323564,0.0137589434161782,0.0137589434161782,0.0,0.0,1.073197603225708,0.0275178868323564,0.0,0.2063841521739959
1901-07-01,,,,,,,,,,,,,,,,,37.257781982421875,24.342727661132812,45.388187408447266,,1.344046711921692,50.11893081665039,,70.39774322509766,,43.1833610534668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0292184073477983,0.0146092036738991,0.04382761195302,0.0146092036738991,0.04382761195302,0.0,0.0292184073477983,0.1168736293911933,0.0292184073477983,0.3214024901390075,0.0584368146955966,0.0,0.2921840846538543,0.0,0.2045288532972335,0.4236669242382049,0.0,0.0,0.0,0.0876552239060401,0.0146092036738991,0.1022644266486167,0.04382761195302,0.0146092036738991,0.0730460211634635,0.0,0.1168736293911933,0.0146092036738991,0.0,0.1607012450695037,0.0146092036738991,0.0146092036738991,0.0730460211634635,0.0,0.0146092036738991,0.0146092036738991,0.0,0.0292184073477983,0.0,0.0,1.2125638723373413,0.0292184073477983,0.0,0.2775748670101166
1901-08-01,,,,,,,,,,,,,,,,,58.15801239013672,46.718387603759766,67.25057220458984,,2.0980069637298584,58.32313919067383,,86.0902099609375,,44.78321075439453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149857634678483,0.0149857634678483,0.1049003452062606,0.0599430538713932,0.194814920425415,0.0449572913348674,0.0149857634678483,0.3596583306789398,0.7792596817016602,0.3746441006660461,0.0599430538713932,0.0299715269356966,0.2697437405586242,0.0149857634678483,0.4645586609840393,0.7193166613578796,0.0,0.0299715269356966,0.0,0.0749288201332092,0.0,0.2547579705715179,0.0149857634678483,0.0,0.1049003452062606,0.0,0.0899145826697349,0.0149857634678483,0.0449572913348674,0.1348718702793121,0.0,0.0599430538713932,0.2397722154855728,0.0,0.0149857634678483,0.0449572913348674,0.0,0.1798291653394699,0.0,0.0,2.023077964782715,0.6294020414352417,0.0299715269356966,0.2697437405586242
1901-09-01,,,,,,,,,,,,,,,,,41.08998107910156,35.2241096496582,48.47591400146485,,1.482290506362915,51.054481506347656,,71.63568878173828,,43.586971282958984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0624122321605682,0.0780152902007103,0.1092214062809944,0.015603058040142,0.0,0.2028397619724273,0.3276642262935638,0.2496489286422729,0.015603058040142,0.015603058040142,0.2652519941329956,0.0,0.3276642262935638,0.4836947917938232,0.0,0.015603058040142,0.0,0.0936183482408523,0.0,0.1092214062809944,0.0624122321605682,0.0,0.0468091741204261,0.0,0.0624122321605682,0.015603058040142,0.015603058040142,0.1404275298118591,0.015603058040142,0.0,0.1248244643211364,0.0,0.0,0.0312061160802841,0.0,0.0936183482408523,0.0,0.0,1.435481309890747,0.2496489286422729,0.0,0.1872366964817047
1901-10-01,,,,,,,,,,,,,,,,,36.3206672668457,25.903764724731445,43.81871795654297,,1.3102409839630127,47.3245735168457,,73.87130737304688,,50.8760986328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0150602413341403,0.0602409653365612,0.0301204826682806,0.0150602413341403,0.0301204826682806,0.0,0.0301204826682806,0.1506024152040481,0.1656626462936401,0.3012048304080963,0.0150602413341403,0.0451807230710983,0.2409638613462448,0.0,0.3313252925872803,0.4819277226924896,0.0,0.0301204826682806,0.0,0.1807228922843933,0.0,0.1506024152040481,0.0602409653365612,0.0150602413341403,0.0451807230710983,0.0,0.0451807230710983,0.0301204826682806,0.0301204826682806,0.3463855385780334,0.0451807230710983,0.0451807230710983,0.2108433693647384,0.0,0.0451807230710983,0.0301204826682806,0.0150602413341403,0.0903614461421966,0.0,0.0,1.2650601863861084,0.1807228922843933,0.0,0.1807228922843933
1901-11-01,,,,,,,,,,,,,,,,,45.11560821533203,41.07722473144531,48.15608978271485,,1.627511978149414,55.89529037475586,,67.08526611328125,,50.10734558105469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0283045563846826,0.0141522781923413,0.0424568355083465,0.0566091127693653,0.0566091127693653,0.0141522781923413,0.0283045563846826,0.0990659520030021,0.1839796155691146,0.3962638080120086,0.0424568355083465,0.0566091127693653,0.2122841775417328,0.0,0.4104160666465759,0.5236343145370483,0.0,0.0283045563846826,0.0,0.1556750684976577,0.0141522781923413,0.1273705065250396,0.0849136710166931,0.0,0.0566091127693653,0.0,0.0283045563846826,0.0141522781923413,0.0141522781923413,0.3679592311382293,0.0283045563846826,0.0566091127693653,0.1556750684976577,0.0,0.0,0.070761390030384,0.0,0.1556750684976577,0.0,0.0,1.4859892129898071,0.0849136710166931,0.0,0.2122841775417328
1901-12-01,,,,,,,,,,,,,,,,,51.43546676635742,56.6667594909668,45.058345794677734,,1.855496168136597,54.70766830444336,,76.45100402832031,,53.87864685058594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323306143283844,0.014056789688766,0.028113579377532,0.0702839493751525,0.0983975231647491,0.014056789688766,0.3514197468757629,0.1265111118555069,0.1405678987503051,0.4779308438301086,0.0,0.0983975231647491,0.3373629450798034,0.0,0.3092493712902069,0.8293505907058716,0.014056789688766,0.0,0.0,0.1827382594347,0.0,0.1265111118555069,0.028113579377532,0.014056789688766,0.0983975231647491,0.0,0.0983975231647491,0.0,0.0421703681349754,0.1405678987503051,0.028113579377532,0.014056789688766,0.0702839493751525,0.0,0.0,0.014056789688766,0.0,0.1405678987503051,0.0,0.0,1.7711554765701294,0.323306143283844,0.0,0.2530222237110138
1902-01-01,,,,,,,,,,,,,,,,,36.96080017089844,26.963851928710938,46.2222900390625,,1.3333333730697632,45.479278564453125,,74.38847351074219,,48.45563888549805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066006600856781,0.0396039597690105,0.066006600856781,0.0,0.0132013205438852,0.0,0.132013201713562,0.1056105643510818,0.1452145278453827,0.3432343304157257,0.0396039597690105,0.0132013205438852,0.3168316781520843,0.0,0.3168316781520843,0.462046205997467,0.0,0.0264026410877704,0.0,0.1452145278453827,0.0132013205438852,0.0924092382192611,0.0264026410877704,0.0264026410877704,0.0396039597690105,0.0,0.0396039597690105,0.0132013205438852,0.0,0.1452145278453827,0.0,0.0132013205438852,0.132013201713562,0.0,0.0132013205438852,0.0264026410877704,0.0132013205438852,0.0264026410877704,0.0,0.0,1.2013201713562012,0.079207919538021,0.0,0.1848184764385223
