event,series,method,window,CAR,t,sig
hormuz_ceasefire,OIL_IMP,const_mean,"(-1,1)",0.010715951657119614,2.6531813918759197,***
hormuz_ceasefire,OIL_IMP,const_mean,"(0,1)",0.010078940906573141,3.0563052358979332,***
hormuz_ceasefire,OIL_IMP,const_mean,"(0,5)",0.011785688744648224,2.0633655084658757,**
hormuz_ceasefire,OIL_IMP,const_mean,"(0,10)",0.009640032896666078,1.2464618699931083,
hormuz_ceasefire,OIL_IMP,const_mean,"(0,20)",0.010109032102439384,0.9460122337391625,
hormuz_ceasefire,OIL_IMP,market_model,"(-1,1)",0.0009517466839816717,0.4068283381353927,
hormuz_ceasefire,OIL_IMP,market_model,"(0,1)",0.0017980726124930024,0.9413316908872843,
hormuz_ceasefire,OIL_IMP,market_model,"(0,5)",-0.0026048771787904783,-0.7873395675961553,
hormuz_ceasefire,OIL_IMP,market_model,"(0,10)",-0.0033537288795752766,-0.7486555694041208,
hormuz_ceasefire,OIL_IMP,market_model,"(0,20)",-0.0002499185265949216,-0.04037748421998305,
us_strikes,EUR,const_mean,"(-1,1)",0.0006543697610876249,0.0988506203646886,
us_strikes,EUR,const_mean,"(0,1)",0.0021009868598610834,0.3887094892904646,
us_strikes,EUR,const_mean,"(0,5)",0.00178336671664245,0.19049423472177962,
us_strikes,EUR,const_mean,"(0,10)",-0.007149259695574841,-0.5640031569907479,
us_strikes,EUR,const_mean,"(0,20)",-0.017498039972058423,-0.9990714796763045,
us_strikes,EUR,market_model,"(-1,1)",0.00013560983161310268,0.040943238268854036,
us_strikes,EUR,market_model,"(0,1)",-0.0001547162668375493,-0.057210088464316716,
us_strikes,EUR,market_model,"(0,5)",-0.001717236230785636,-0.3666114772617896,
us_strikes,EUR,market_model,"(0,10)",0.003222432081815477,0.5080881539451152,
us_strikes,EUR,market_model,"(0,20)",-0.003151811810466372,-0.3596683897986641,
us_strikes,GBP,const_mean,"(-1,1)",0.00038302213946876575,0.05264193067085117,
us_strikes,GBP,const_mean,"(0,1)",0.000726671064318344,0.12231829751990227,
us_strikes,GBP,const_mean,"(0,5)",0.00031924087815963164,0.03102497427179211,
us_strikes,GBP,const_mean,"(0,10)",-0.009312859246593272,-0.6684289559047845,
us_strikes,GBP,const_mean,"(0,20)",-0.018402038038240653,-0.9559272350540781,
us_strikes,GBP,market_model,"(-1,1)",-0.00016688597002078665,-0.041688515540389125,
us_strikes,GBP,market_model,"(0,1)",-0.001664472452161446,-0.5092357029197601,
us_strikes,GBP,market_model,"(0,5)",-0.003391550645086336,-0.5990732286600229,
us_strikes,GBP,market_model,"(0,10)",0.0016815855697023489,0.21937132587953986,
us_strikes,GBP,market_model,"(0,20)",-0.0031944116229966546,-0.30160494714217745,
us_strikes,AUD,const_mean,"(-1,1)",0.00024622789856366457,0.0260356083651119,
us_strikes,AUD,const_mean,"(0,1)",0.00427072617349811,0.5530671039252536,
us_strikes,AUD,const_mean,"(0,5)",-0.0004749567084094712,-0.03551153946293189,
us_strikes,AUD,const_mean,"(0,10)",-0.020329104342979295,-1.1225688872309827,
us_strikes,AUD,const_mean,"(0,20)",-0.03461910856982315,-1.3835578802037605,
us_strikes,AUD,market_model,"(-1,1)",-0.0004876284153069411,-0.10016524232758994,
us_strikes,AUD,market_model,"(0,1)",0.001079728010971841,0.2716364454147748,
us_strikes,AUD,market_model,"(0,5)",-0.005427034595239239,-0.7882711519801379,
us_strikes,AUD,market_model,"(0,10)",-0.005656938927143069,-0.6068394636208749,
us_strikes,AUD,market_model,"(0,20)",-0.014324422109986091,-1.1121314726585425,
us_strikes,NZD,const_mean,"(-1,1)",-0.007670109122585396,-0.7668398930669158,
us_strikes,NZD,const_mean,"(0,1)",-0.002955119530234031,-0.3618460506742182,
us_strikes,NZD,const_mean,"(0,5)",0.011898819416375205,0.8411859900248779,
us_strikes,NZD,const_mean,"(0,10)",-0.010791904385825923,-0.5634631631392018,
us_strikes,NZD,const_mean,"(0,20)",-0.031191850321493075,-1.1786782602843804,
us_strikes,NZD,market_model,"(-1,1)",-0.008448820039215545,-1.6562886980857556,*
us_strikes,NZD,market_model,"(0,1)",-0.006341157174306253,-1.5224888689301488,
us_strikes,NZD,market_model,"(0,5)",0.006644061723908132,0.920997898648819,
us_strikes,NZD,market_model,"(0,10)",0.004777049868520832,0.48906213392269104,
us_strikes,NZD,market_model,"(0,20)",-0.009656716539639829,-0.7155177998909489,
us_strikes,JPY,const_mean,"(-1,1)",-0.0010596070800978786,-0.12405692304387742,
us_strikes,JPY,const_mean,"(0,1)",3.7597496889980875e-05,0.005391141308214996,
us_strikes,JPY,const_mean,"(0,5)",-0.0009514708835088575,-0.07876924062092454,
us_strikes,JPY,const_mean,"(0,10)",-0.002617763409828755,-0.160055584429088,
us_strikes,JPY,const_mean,"(0,20)",-0.008056446682008053,-0.35650914200425504,
us_strikes,JPY,market_model,"(-1,1)",-0.0015144403877675409,-0.21927662829651,
us_strikes,JPY,market_model,"(0,1)",-0.0019401360479433547,-0.3440471591031813,
us_strikes,JPY,market_model,"(0,5)",-0.004020695638454163,-0.4116483344447915,
us_strikes,JPY,market_model,"(0,10)",0.0064758280748087645,0.48966578221015433,
us_strikes,JPY,market_model,"(0,20)",0.004521900327041414,0.24746405600907703,
us_strikes,CHF,const_mean,"(-1,1)",0.0010121490050189357,0.11796465881963633,
us_strikes,CHF,const_mean,"(0,1)",-0.0010008074925727762,-0.1428576958215164,
us_strikes,CHF,const_mean,"(0,5)",-0.0035735387195926305,-0.294503837165309,
us_strikes,CHF,const_mean,"(0,10)",-0.01833866527427607,-1.116193455619469,
us_strikes,CHF,const_mean,"(0,20)",-0.03442086294813425,-1.5162827615103187,
us_strikes,CHF,market_model,"(-1,1)",0.00042015962071744037,0.07566137442832299,
us_strikes,CHF,market_model,"(0,1)",-0.0035749313392120547,-0.7884483496327868,
us_strikes,CHF,market_model,"(0,5)",-0.00756829557298164,-0.9637025335181598,
us_strikes,CHF,market_model,"(0,10)",-0.00650287943075188,-0.6115470851321638,
us_strikes,CHF,market_model,"(0,20)",-0.0180494851799392,-1.2285015619963857,
us_strikes,CAD,const_mean,"(-1,1)",-0.003222695331059685,-0.6180434445842447,
us_strikes,CAD,const_mean,"(0,1)",0.00012198930493647676,0.028652804779198963,
us_strikes,CAD,const_mean,"(0,5)",-0.0028171652261299697,-0.3820296544453033,
us_strikes,CAD,const_mean,"(0,10)",-0.012019363582567036,-1.2037755328917352,
us_strikes,CAD,const_mean,"(0,20)",-0.028960953114224454,-2.099247211571064,**
us_strikes,CAD,market_model,"(-1,1)",-0.0035261833080351924,-0.8830388852015781,
us_strikes,CAD,market_model,"(0,1)",-0.0011976553701496253,-0.367326650646936,
us_strikes,CAD,market_model,"(0,5)",-0.004865108496894152,-0.8614944327816813,
us_strikes,CAD,market_model,"(0,10)",-0.005951655618842584,-0.7783537490501001,
us_strikes,CAD,market_model,"(0,20)",-0.020568038560471395,-1.9467886294251966,*
us_strikes,SEK,const_mean,"(-1,1)",0.002741974546725908,0.2549783532924959,
us_strikes,SEK,const_mean,"(0,1)",0.005311794315688506,0.6049601565601592,
us_strikes,SEK,const_mean,"(0,5)",0.004378363096746215,0.28789668876140073,
us_strikes,SEK,const_mean,"(0,10)",-0.010159173068128071,-0.4933584110413185,
us_strikes,SEK,const_mean,"(0,20)",-0.032532361781001745,-1.1434217954790595,
us_strikes,SEK,market_model,"(-1,1)",0.001860202299616435,0.40857562320032287,
us_strikes,SEK,market_model,"(0,1)",0.0014776191956947689,0.3974847113085969,
us_strikes,SEK,market_model,"(0,5)",-0.0015718546278926495,-0.24412353784049717,
us_strikes,SEK,market_model,"(0,10)",0.0074703111022090905,0.8568706119650915,
us_strikes,SEK,market_model,"(0,20)",-0.008147082338917309,-0.6763404473704642,
us_strikes,NOK,const_mean,"(-1,1)",-0.005354382876803002,-0.5385590454055529,
us_strikes,NOK,const_mean,"(0,1)",-0.0009479565985000679,-0.11677718037225453,
us_strikes,NOK,const_mean,"(0,5)",-0.004860826472150604,-0.345715634954109,
us_strikes,NOK,const_mean,"(0,10)",-0.029404295991888374,-1.5445393313386953,
us_strikes,NOK,const_mean,"(0,20)",-0.059458251245679515,-2.2604089239148952,**
us_strikes,NOK,market_model,"(-1,1)",-0.005984108134839579,-0.8426151861526621,
us_strikes,NOK,market_model,"(0,1)",-0.0036861658409777557,-0.635697273903843,
us_strikes,NOK,market_model,"(0,5)",-0.009110225797548997,-0.9070766605483207,
us_strikes,NOK,market_model,"(0,10)",-0.016814047767803566,-1.2364211086437382,
us_strikes,NOK,market_model,"(0,20)",-0.042043293540558885,-2.2375747840108735,**
us_strikes,DKK,const_mean,"(-1,1)",0.0007851863854296199,0.11766708863804921,
us_strikes,DKK,const_mean,"(0,1)",0.0020958614363873465,0.38467188334596114,
us_strikes,DKK,const_mean,"(0,5)",0.0016311869180954388,0.1728506350393318,
us_strikes,DKK,const_mean,"(0,10)",-0.007594769381880696,-0.5943758059065284,
us_strikes,DKK,const_mean,"(0,20)",-0.017752102602019364,-1.0055022038066337,
