day,month,year,daily_tpu_index
15,1,2026,368.9320388349515
16,1,2026,456.3492063492063
17,1,2026,382.6530612244898
18,1,2026,413.589364844904
19,1,2026,519.4805194805194
20,1,2026,867.5799086757991
21,1,2026,700.0
22,1,2026,669.5464362850972
23,1,2026,647.6190476190476
24,1,2026,563.0026809651474
25,1,2026,306.3063063063063
26,1,2026,402.8436018957346
27,1,2026,479.3028322440087
28,1,2026,337.3015873015873
29,1,2026,471.0920770877945
30,1,2026,343.5114503816794
31,1,2026,833.3333333333334
1,2,2026,378.657487091222
2,2,2026,418.6046511627907
3,2,2026,283.4008097165992
4,2,2026,258.4493041749503
5,2,2026,284.4638949671772
6,2,2026,223.1237322515213
7,2,2026,417.8272980501393
8,2,2026,218.978102189781
9,2,2026,409.2071611253197
10,2,2026,267.4897119341564
11,2,2026,312.5
12,2,2026,395.6043956043956
13,2,2026,301.8867924528302
14,2,2026,365.5352480417754
15,2,2026,236.0515021459227
16,2,2026,258.0645161290323
17,2,2026,308.4832904884319
18,2,2026,245.9016393442623
19,2,2026,240.4809619238477
20,2,2026,278.3300198807157
21,2,2026,936.7088607594936
22,2,2026,558.2922824302135
23,2,2026,712.6436781609195
24,2,2026,838.7096774193549
25,2,2026,700.0
26,2,2026,478.0876494023904
27,2,2026,295.8579881656805
28,2,2026,250.6265664160401
1,3,2026,228.4710017574693
2,3,2026,233.1002331002331
3,3,2026,262.582056892779
4,3,2026,292.96875
5,3,2026,381.5261044176707
6,3,2026,343.5804701627487
7,3,2026,417.6904176904177
8,3,2026,313.4796238244514
9,3,2026,316.301703163017
10,3,2026,171.3062098501071
11,3,2026,278.3300198807157
12,3,2026,232.5581395348837
13,3,2026,227.7039848197344
14,3,2026,371.22969837587
15,3,2026,102.2146507666099
16,3,2026,392.6701570680628
