spec,term,dropped,beta,within_slope,t_HAC5,t_HC3
C: VXY,vxy_tariff,"two largest |DFBETAS| (10 Apr, 11 Apr)",-0.14250774821642864,-0.03541059852190703,-3.0473785524015646,-1.7671677671961707
C: VXY,vxy_tariff,three largest |DFBETAS| (+03 Apr),-0.09123664141085397,0.015860508283668168,-1.6890961500007002,-1.399587574741401
C: VXY,vxy_tariff,days 0 and +1 (2 and 3 Apr 2025),-0.09721526395566382,0.009881885738857732,-2.0842140586122775,-1.1818037904691023
C: VXY,vxy_tariff,"day +5 (9 Apr 2025, tariff pause)",-0.12802204918209795,-0.02092489948757685,-2.803617677395171,-1.3953086350288841
C: VXY,vxy_tariff,days +1 and +2 (3 and 4 Apr 2025),-0.12549598085457533,-0.01839883116005306,-3.2964006071298866,-1.6421886817652276
