spec,term,estimator,coef,se,t,p
A: VIX,vix_hormuz,HC0,0.0571734270037899,0.05959845764996668,0.9593105133622843,0.33740234059727414
A: VIX,vix_hormuz,HC1,0.0571734270037899,0.0597208365419758,0.957344711064196,0.3383932949418522
A: VIX,vix_hormuz,HC2,0.0571734270037899,0.06692910755242377,0.8542385980420774,0.3929728008680937
A: VIX,vix_hormuz,HC3,0.0571734270037899,0.0755468039239803,0.7567947819648493,0.44917281947142207
A: VIX,vix_hormuz,HAC(0),0.0571734270037899,0.059598457649966664,0.9593105133622846,0.33740234059727414
A: VIX,vix_hormuz,HAC(1),0.0571734270037899,0.06151497808905136,0.9294228622015199,0.3526699841798019
A: VIX,vix_hormuz,HAC(2),0.0571734270037899,0.057074161785944155,1.0017392321628487,0.31646955327358695
A: VIX,vix_hormuz,HAC(3),0.0571734270037899,0.05212433637751334,1.0968662812262633,0.27269985055828727
A: VIX,vix_hormuz,HAC(4),0.0571734270037899,0.046755779588383686,1.2228098324339445,0.2214015308801831
A: VIX,vix_hormuz,HAC(5),0.0571734270037899,0.043585372028341444,1.3117572328306113,0.18960205910486316
A: VIX,vix_hormuz,HAC(6),0.0571734270037899,0.03784365099147736,1.5107798932155287,0.13084453917319336
A: VIX,vix_hormuz,HAC(7),0.0571734270037899,0.032209205496385916,1.7750648028311389,0.07588718778457088
A: VIX,vix_hormuz,HAC(8),0.0571734270037899,0.029146160316462725,1.9616109423338497,0.04980779734038002
A: VIX,vix_hormuz,HAC(10),0.0571734270037899,0.029146544996604434,1.961585052720677,0.04981081390049664
A: VIX,vix_hormuz,HAC(12),0.0571734270037899,0.027352962948819635,2.090209646054345,0.036598971419058095
A: VIX,vix_hormuz,HAC(15),0.0571734270037899,0.024424747394720656,2.34079911164804,0.01924251779580946
A: VIX,vix_hormuz,HAC(21),0.0571734270037899,0.02182885961266529,2.6191669202278156,0.008814480492015667
A: VIX,vix_hormuz,HAC(7) auto,0.0571734270037899,0.032209205496385916,1.7750648028311389,0.07588718778457088
A: VIX,vix_ukraine,classical,0.16481595607254249,0.06691823682240224,2.462945288142544,0.013866120736728028
A: VIX,vix_ukraine,HC0,0.16481595607254249,0.059600618546597164,2.7653396909578296,0.005686354686412581
A: VIX,vix_ukraine,HC1,0.16481595607254249,0.05972300187577034,2.7596730053083354,0.00578592425110784
A: VIX,vix_ukraine,HC2,0.16481595607254249,0.0632528454080189,2.6056686463570204,0.009169512029790699
A: VIX,vix_ukraine,HC3,0.16481595607254249,0.06718440961439688,2.453187532918712,0.014159649769422548
A: VIX,vix_ukraine,HAC(0),0.16481595607254249,0.05960061854659719,2.7653396909578283,0.0056863546864126015
A: VIX,vix_ukraine,HAC(1),0.16481595607254249,0.04483074122119388,3.6764048860879686,0.00023654399187879652
A: VIX,vix_ukraine,HAC(2),0.16481595607254249,0.03995036453911591,4.1255182017467975,3.699009244490205e-05
A: VIX,vix_ukraine,HAC(3),0.16481595607254249,0.0400205895203988,4.118279067042091,3.817122804446222e-05
A: VIX,vix_ukraine,HAC(4),0.16481595607254249,0.035729661013765915,4.612860894735112,3.971641180088795e-06
