spec,term,estimator,coef,se,t,p
C: VXY,vxy_hormuz,HAC(15),0.16128211047134197,0.02987938061077479,5.397772884662211,6.747320289505274e-08
C: VXY,vxy_hormuz,HAC(21),0.16128211047134197,0.029200908309776948,5.523188140601162,3.329029232842144e-08
C: VXY,vxy_hormuz,HAC(7) auto,0.16128211047134197,0.03747491773668417,4.30373487687374,1.6794262267320416e-05
C: VXY,vxy_ukraine,classical,0.1169898795923625,0.03820322161038735,3.0623040325100037,0.002226474334799927
C: VXY,vxy_ukraine,HC0,0.1169898795923625,0.03269791531371388,3.577900256634881,0.0003463655703766599
C: VXY,vxy_ukraine,HC1,0.1169898795923625,0.03276505689429978,3.570568486109222,0.00035620730187668737
C: VXY,vxy_ukraine,HC2,0.1169898795923625,0.035401429659253546,3.3046653968050306,0.0009508985025527202
C: VXY,vxy_ukraine,HC3,0.1169898795923625,0.038518627137078,3.0372286939517665,0.002387642321496745
C: VXY,vxy_ukraine,HAC(0),0.1169898795923625,0.03269791531371395,3.577900256634873,0.00034636557037666973
C: VXY,vxy_ukraine,HAC(1),0.1169898795923625,0.030622825978872028,3.8203489016029653,0.0001332630251772831
C: VXY,vxy_ukraine,HAC(2),0.1169898795923625,0.030106576237442007,3.885857982312455,0.00010196910828362003
C: VXY,vxy_ukraine,HAC(3),0.1169898795923625,0.030110287687356956,3.8853790042492857,0.00010217036943445924
C: VXY,vxy_ukraine,HAC(4),0.1169898795923625,0.02951931174812329,3.963164202153196,7.39628720807688e-05
C: VXY,vxy_ukraine,HAC(5),0.1169898795923625,0.027238731006426306,4.294982742212243,1.747069266361699e-05
C: VXY,vxy_ukraine,HAC(6),0.1169898795923625,0.026673485341800997,4.385998983380825,1.15454660025191e-05
C: VXY,vxy_ukraine,HAC(7),0.1169898795923625,0.025506503291398096,4.586668672527002,4.503745625575192e-06
C: VXY,vxy_ukraine,HAC(8),0.1169898795923625,0.02423779876346173,4.826753482610959,1.387767269395366e-06
C: VXY,vxy_ukraine,HAC(10),0.1169898795923625,0.023919962493936457,4.890888922673629,1.0038160323753387e-06
C: VXY,vxy_ukraine,HAC(12),0.1169898795923625,0.023159876582098858,5.051403412174847,4.3857569541299686e-07
C: VXY,vxy_ukraine,HAC(15),0.1169898795923625,0.022154872670823052,5.280548497416227,1.2879772565108338e-07
C: VXY,vxy_ukraine,HAC(21),0.1169898795923625,0.022342954606253587,5.236097089845857,1.6400770156715044e-07
C: VXY,vxy_ukraine,HAC(7) auto,0.1169898795923625,0.025506503291398096,4.586668672527002,4.503745625575192e-06
D: GPR + TPU,gpr,classical,0.011329036565601016,0.007271291582319226,1.5580500984376076,0.11938431210185979
D: GPR + TPU,gpr,HC0,0.011329036565601016,0.0069439257800786,1.6315031186109221,0.10278420234769299
D: GPR + TPU,gpr,HC1,0.011329036565601016,0.006965346681697062,1.6264856701778365,0.10384637930739296
D: GPR + TPU,gpr,HC2,0.011329036565601016,0.006954848673312797,1.628940771791756,0.10332555783134491
D: GPR + TPU,gpr,HC3,0.011329036565601016,0.006965810981281011,1.626377258304188,0.1038694256391227
D: GPR + TPU,gpr,HAC(0),0.011329036565601016,0.0069439257800786225,1.6315031186109168,0.10278420234769409
D: GPR + TPU,gpr,HAC(1),0.011329036565601016,0.006765700500087671,1.6744809447971,0.09403611629041655
D: GPR + TPU,gpr,HAC(2),0.011329036565601016,0.006697775456918731,1.691462581639437,0.09074848852457272
D: GPR + TPU,gpr,HAC(3),0.011329036565601016,0.006585105233132097,1.720403268363951,0.08535916331461187
D: GPR + TPU,gpr,HAC(4),0.011329036565601016,0.006566625763723077,1.7252447410948233,0.08448337577172678
D: GPR + TPU,gpr,HAC(5),0.011329036565601016,0.006546154599747839,1.73063993417409,0.08351600450316718
D: GPR + TPU,gpr,HAC(6),0.011329036565601016,0.006525744824987834,1.7360526452430105,0.08255452640843655
D: GPR + TPU,gpr,HAC(7),0.011329036565601016,0.00649162481118181,1.7451773469851146,0.08095400313828786
D: GPR + TPU,gpr,HAC(8),0.011329036565601016,0.006448435604239911,1.756865891341469,0.07894067065619864
D: GPR + TPU,gpr,HAC(10),0.011329036565601016,0.006366215622421666,1.7795558990651226,0.0751486690124414
D: GPR + TPU,gpr,HAC(12),0.011329036565601016,0.006348938525552703,1.784398528983201,0.07435892994144315
D: GPR + TPU,gpr,HAC(15),0.011329036565601016,0.00630806270722181,1.7959613103767855,0.07250067044289278
D: GPR + TPU,gpr,HAC(21),0.011329036565601016,0.0062397924092099195,1.8156111329728508,0.06943004462520976
D: GPR + TPU,gpr,HAC(7) auto,0.011329036565601016,0.00649162481118181,1.7451773469851146,0.08095400313828786
D: GPR + TPU,gpr_tariff,classical,0.18029034355485404,0.09016110659739557,1.9996465256346132,0.04567752317507887
D: GPR + TPU,gpr_tariff,HC0,0.18029034355485404,0.14742824892094095,1.2229022922976962,0.22136660266998387
D: GPR + TPU,gpr_tariff,HC1,0.18029034355485404,0.1478830415146317,1.219141435747492,0.22279051533136474
D: GPR + TPU,gpr_tariff,HC2,0.18029034355485404,0.16744603995843094,1.0767071206916077,0.28161113019558237
D: GPR + TPU,gpr_tariff,HC3,0.18029034355485404,0.19129047625836496,0.9424951366180213,0.34593919990595934
D: GPR + TPU,gpr_tariff,HAC(0),0.18029034355485404,0.14742824892094106,1.2229022922976953,0.2213666026699841
D: GPR + TPU,gpr_tariff,HAC(1),0.18029034355485404,0.1436189550111989,1.255338082224562,0.2093560561901444
D: GPR + TPU,gpr_tariff,HAC(2),0.18029034355485404,0.13055225062960532,1.38098227097105,0.16728441190216192
D: GPR + TPU,gpr_tariff,HAC(3),0.18029034355485404,0.10991355413044251,1.6402921821715473,0.10094443034489982
D: GPR + TPU,gpr_tariff,HAC(4),0.18029034355485404,0.09983636898035467,1.8058583800291328,0.07094046362791293
D: GPR + TPU,gpr_tariff,HAC(5),0.18029034355485404,0.0997465329981726,1.8074848131128232,0.070686720519316
D: GPR + TPU,gpr_tariff,HAC(6),0.18029034355485404,0.09998048695322043,1.8032553055998772,0.0713481283525235
D: GPR + TPU,gpr_tariff,HAC(7),0.18029034355485404,0.09931851147182168,1.8152743218066194,0.0694817630938963
D: GPR + TPU,gpr_tariff,HAC(8),0.18029034355485404,0.09912628565223788,1.818794504087058,0.06894278719346775
D: GPR + TPU,gpr_tariff,HAC(10),0.18029034355485404,0.0996900283185035,1.8085093022427228,0.07052727035503344
D: GPR + TPU,gpr_tariff,HAC(12),0.18029034355485404,0.0940692243597172,1.9165709591208122,0.05529246037187627
D: GPR + TPU,gpr_tariff,HAC(15),0.18029034355485404,0.09172103741379332,1.9656378584281184,0.049340457683996614
D: GPR + TPU,gpr_tariff,HAC(21),0.18029034355485404,0.0794161727686747,2.2701968285478578,0.02319564335215118
D: GPR + TPU,gpr_tariff,HAC(7) auto,0.18029034355485404,0.09931851147182168,1.8152743218066194,0.0694817630938963
D: GPR + TPU,tpu_tariff,classical,-0.021604034852800887,0.02482874967956841,-0.8701217391779844,0.3843414149415006
D: GPR + TPU,tpu_tariff,HC0,-0.021604034852800887,0.04163347541567974,-0.5189101951518684,0.6038233678698279
D: GPR + TPU,tpu_tariff,HC1,-0.021604034852800887,0.04176190803566432,-0.517314362992017,0.6049367292762624
D: GPR + TPU,tpu_tariff,HC2,-0.021604034852800887,0.04721543536403831,-0.4575629703767515,0.6472664521611778
D: GPR + TPU,tpu_tariff,HC3,-0.021604034852800887,0.05385911138855524,-0.40112126427306083,0.6883308458229767
D: GPR + TPU,tpu_tariff,HAC(0),-0.021604034852800887,0.04163347541567963,-0.5189101951518696,0.6038233678698272
D: GPR + TPU,tpu_tariff,HAC(1),-0.021604034852800887,0.026906958726424058,-0.8029162668460401,0.4220231332553649
D: GPR + TPU,tpu_tariff,HAC(2),-0.021604034852800887,0.024002813732579124,-0.9000625965562378,0.36808693959125305
D: GPR + TPU,tpu_tariff,HAC(3),-0.021604034852800887,0.023121267136135912,-0.9343793627571664,0.35010823927546475
D: GPR + TPU,tpu_tariff,HAC(4),-0.021604034852800887,0.021388154672776865,-1.010093445803382,0.3124505220656578
D: GPR + TPU,tpu_tariff,HAC(5),-0.021604034852800887,0.01965979721792318,-1.09889408386701,0.27181426747634685
D: GPR + TPU,tpu_tariff,HAC(6),-0.021604034852800887,0.019848813113166632,-1.0884295564488908,0.27640551900084087
D: GPR + TPU,tpu_tariff,HAC(7),-0.021604034852800887,0.018615403862970635,-1.1605461268436499,0.24582652493003743
D: GPR + TPU,tpu_tariff,HAC(8),-0.021604034852800887,0.016989911991707997,-1.2715801508180167,0.20352233292511202
D: GPR + TPU,tpu_tariff,HAC(10),-0.021604034852800887,0.015697260968729383,-1.3762932842766917,0.16873085124956777
D: GPR + TPU,tpu_tariff,HAC(12),-0.021604034852800887,0.014195516291218888,-1.521891448651627,0.12803628220473665
D: GPR + TPU,tpu_tariff,HAC(15),-0.021604034852800887,0.01296924020620909,-1.6657903245910926,0.09575518391652935
D: GPR + TPU,tpu_tariff,HAC(21),-0.021604034852800887,0.011895899482355221,-1.8160909046722704,0.06935642868563062
D: GPR + TPU,tpu_tariff,HAC(7) auto,-0.021604034852800887,0.018615403862970635,-1.1605461268436499,0.24582652493003743
